x,y,feature_id,label,type
607692.2859177036,8782945.006172469,705,copaiba,slide
608141.62622684,8783040.278474063,706,ana caspi,slide
608180.9284892933,8783004.643193122,707,ana caspi,slide
608036.1918780936,8783074.4054072,708,ana caspi,center
608092.9201436817,8783057.45441974,709,ana caspi,center
608110.396147502,8783075.366965631,710,ana caspi,slide
608091.2242743993,8783121.948101725,711,ana caspi,center
608080.9500074944,8783174.902124379,712,ana caspi,slide
607659.7147404453,8782770.20024083,713,copaiba,center
607662.8347404453,8782766.04024083,714,copaiba,center
608226.7627016531,8782799.650379065,715,ana caspi,center
608211.3974328702,8782884.644936834,716,ana caspi,center
608240.6229906214,8782878.398275707,717,ana caspi,center
608219.965263784,8782862.795670142,718,ana caspi,center
608734.4919667218,8773262.68349699,719,palo baston,center
608732.2750395184,8773333.66029709,720,palo baston,center
608812.1611553963,8773450.512434656,721,palo baston,center
608793.5527316784,8773586.601492489,722,palo baston,center
608792.0975134899,8773523.614546562,723,palo baston,center
608849.390644082,8773512.869925776,724,palo baston,center
608912.0893733475,8773549.43522944,725,ishpingo,center
608567.3227412925,8773297.164354317,726,palo baston,slide
609178.0546279117,8773632.874259315,727,shihuahuaco,center
608805.9692533044,8773139.97059302,728,palo baston,center
608753.7503214742,8773447.73186407,729,palo baston,center
608039.8975956361,8783274.168691283,730,ana caspi,center
607772.2450433924,8782808.393401384,731,copaiba,slide
607792.7288575444,8782842.35429106,732,ana caspi,center
607789.5295527903,8782827.56548352,733,ana caspi,center
607732.1314077607,8783074.929008696,734,copaiba,slide
607871.3934866097,8782858.460336616,735,ana caspi,center
607739.4393899266,8782828.686300062,736,copaiba,slide
607743.8636766778,8782818.751768649,737,copaiba,slide
607743.1722048783,8782840.351216478,738,copaiba,slide
607907.6265874947,8782913.231585436,739,ana caspi,center
607906.0227709142,8782891.333204009,740,ana caspi,center
607852.3920815717,8782745.372134276,741,ana caspi,center
607875.9054577966,8782727.988080109,742,ana caspi,center
607847.1920815718,8782748.997996699,743,ana caspi,center
607893.1436552616,8782977.894415429,744,ana caspi,center
607857.0574054082,8783165.391361741,745,ana caspi,center
607675.582383673,8782681.478821402,746,copaiba,slide
608076.2658005272,8783280.394108463,747,ana caspi,center
608130.2187843069,8783267.829557197,748,ana caspi,slide
608054.3469186947,8783334.492952142,749,ana caspi,center
608095.6958260327,8783335.049265206,750,ana caspi,center
608142.9315155669,8783084.335545992,751,ana caspi,slide
608193.8525188722,8783054.674330566,752,ana caspi,center
608134.2763249303,8783139.588151947,753,ana caspi,slide
609065.2233360707,8773396.103587354,754,ishpingo,slide
609103.0671263497,8773463.826064238,755,shihuahuaco,center
448413.6520658428,9153531.725795288,756,estoraque,slide
448396.769028492,9153558.85956624,757,estoraque,slide
448444.2983012133,9153278.09044217,758,estoraque,center
448806.2376418044,9153461.139687384,759,estoraque,center
448637.0610101987,9153268.686553769,760,estoraque,center
449342.004072088,9153588.261511292,761,lupuna,slide
448707.4789294625,9152536.954644589,762,shihuahuaco,slide
448779.4875827313,9152605.413238406,763,shihuahuaco,center
449015.40803762106,9152798.640550507,764,shihuahuaco,center
449490.0733589912,9152450.229405424,765,azãºcar huayo,slide
449521.35909330746,9152383.522565955,766,azãºcar huayo,slide
449610.9549519799,9152517.771271832,767,azãºcar huayo,slide
449775.53303370025,9152459.352142248,768,azãºcar huayo,slide
449908.9606307769,9152492.906806896,769,ana caspi,slide
449854.927169584,9152765.88324361,770,azãºcar huayo,slide
450458.3524213415,9152399.524498165,771,ana caspi,slide
450414.1304761498,9152656.11018974,772,ana caspi,center
450346.8614636779,9152753.26023,773,copaiba,slide
450107.184033532,9153155.131826209,774,copaiba,slide
450678.2981975584,9153119.865962848,775,caoba,center
448561.9132829605,9153650.40754744,776,estoraque,slide
450415.0704128686,9152413.75664061,777,ana caspi,slide
451192.1546608776,9152580.399058472,778,copaiba,slide
451410.9682189052,9152609.336105028,779,copaiba,slide
451240.3698698953,9152205.1661956,780,caoba,center
451199.8893303056,9152680.241714465,781,copaiba,slide
451365.8577085433,9152600.200454308,782,copaiba,slide
451549.28353711206,9153458.38048378,783,copaiba,slide
451484.8215450433,9153916.788837925,784,ishpingo,center
451609.21538794704,9153965.385704467,785,ishpingo,center
451896.4485687831,9153916.2493856,786,ishpingo,center
452449.8313615448,9153235.565549362,787,capirona,center
452736.0328534867,9152830.0882127,788,estoraque,center
452761.0602084613,9153441.284036895,789,capirona,center
453342.2460500777,9153690.683402129,790,shihuahuaco,center
452970.1205767869,9153995.455150858,791,shihuahuaco,center
453054.3131831445,9153935.526136177,792,shihuahuaco,slide
453188.796477337,9153785.05552069,793,shihuahuaco,center
452750.7922176895,9153973.785272146,794,azãºcar huayo,slide
453383.1115662944,9154008.80166115,795,ishpingo,slide
453106.3307972495,9154185.197242416,796,shihuahuaco,center
453845.4410316534,9153756.871138008,797,yacushapana,slide
453498.012471536,9152458.618531177,798,shihuahuaco,slide
453766.9354751519,9152482.590206176,799,shihuahuaco,center
454740.6483984944,9152339.381592851,800,ana caspi,slide
454982.73333835567,9152613.947280956,801,ana caspi,slide
455056.5193161183,9152855.523689412,802,estoraque,slide
454932.513565811,9152878.0570122,803,estoraque,slide
454678.0398175642,9153159.8169317,804,estoraque,slide
454333.69625883206,9154005.901262254,805,ishpingo,slide
454655.10993085953,9154331.09041301,806,shihuahuaco,center
454654.1036731729,9154229.948481863,807,shihuahuaco,center
456158.5127269321,9154264.313075043,808,ishpingo,center
456243.9495665897,9154335.152876608,809,ishpingo,center
456423.10465143534,9154334.858953243,810,ishpingo,center
456457.8027560376,9154507.836142473,811,ishpingo,center
456244.0315833931,9154441.6965053,812,ishpingo,center
455367.65422487934,9154378.950811451,813,ana caspi,slide
456338.7873467584,9154127.413316406,814,ishpingo,center
455317.5921385752,9154427.297080984,815,ana caspi,center
454648.3411583016,9154264.154004216,816,shihuahuaco,center
453367.0205094438,9154706.789265264,817,ana caspi,center
453554.52803592006,9154671.588034576,818,ana caspi,slide
453609.40538320807,9154615.571832515,819,ana caspi,center
449804.155562974,9152898.41088978,820,azãºcar huayo,slide
453617.114219758,9154903.701297335,821,ana caspi,slide
448470.6099440711,9153652.904957429,822,estoraque,slide
449242.25301702623,9153614.025872976,823,lupuna,center
449504.79119354906,9152907.457707075,824,azãºcar huayo,slide
449690.93905521656,9152501.045587096,825,azãºcar huayo,slide
450286.6487260579,9152860.84776225,826,copaiba,center
450351.4400215711,9152922.613177126,827,copaiba,center
450299.8959853332,9152425.736030277,828,ana caspi,center
451411.69690899,9153302.525300562,829,copaiba,center
453100.97198615526,9154372.516882395,830,shihuahuaco,center
455185.337346284,9153760.689556208,831,ishpingo,center
455435.29194435023,9154439.041131824,832,ana caspi,slide
456488.3720875972,9154183.354411649,833,ishpingo,center
454283.6635164731,9154251.040199207,834,shihuahuaco,center
454907.7755652342,9153029.09043174,835,estoraque,center
454697.339924962,9152359.820043877,836,ana caspi,slide
448521.3378971285,9153209.682226492,837,estoraque,center
450643.3436008208,9153415.86163776,838,ishpingo,slide
450720.1510303417,9153898.29727883,839,ishpingo,center
451198.73294682114,9153870.477669982,840,ishpingo,center
451234.2952217611,9152785.100218955,841,copaiba,center
451288.3411502225,9152596.061595077,842,copaiba,slide
449048.5376800072,9153354.316009238,843,estoraque,center
450214.3604734925,9152432.7442689,844,ana caspi,slide
450320.62296244607,9152428.55708239,845,ana caspi,slide
450292.8332005743,9152516.609933896,846,ana caspi,center
450718.7754751786,9153639.35010784,847,ishpingo,center
455012.5118889122,9152546.03185606,848,ana caspi,slide
456578.1244009789,9154556.043685945,849,ishpingo,center
455781.4787059298,9154077.63043911,850,capirona,slide
456466.6949581291,9154532.254870323,851,ishpingo,center
454287.70409111184,9154498.860313792,852,shihuahuaco,center
450111.2551860791,9152374.67832772,853,ana caspi,center
448978.3276022841,9152769.093569037,854,shihuahuaco,center
453617.49416181154,9154725.413347116,855,ana caspi,center
450447.5208605185,9153164.20069571,856,caoba,center
450641.21040840034,9153060.358775027,857,caoba,center
451281.0985876896,9153587.613047738,858,ishpingo,center
451621.3279242676,9152635.59157002,859,copaiba,slide
453704.0605115634,9153827.781305349,860,ishpingo,slide
454074.8740753455,9154071.392499492,861,ishpingo,center
453398.9727569989,9154925.656392416,862,ana caspi,slide
454916.03272743965,9152946.53107825,863,estoraque,center
454745.86977226846,9152383.501089232,864,ana caspi,slide
448427.8531422757,9153538.040017014,865,estoraque,center
448581.58821117016,9153427.130725352,866,estoraque,center
449341.00249187095,9152361.23020118,867,ishpingo,slide
448571.1705140041,9153542.424477402,868,estoraque,center
454725.63268368,9154459.595214128,869,shihuahuaco,center
450855.9898221648,9153800.097693954,870,ishpingo,center
453972.9567267221,9153733.11486226,871,yacushapana,slide
453473.9455042666,9154601.014349794,872,ana caspi,slide
453482.20265871927,9154194.882271005,873,ishpingo,center
455513.93030279584,9154088.80619874,874,ana caspi,slide
453602.0930346908,9154351.079500267,875,ishpingo,center
451272.7411502223,9152596.061595077,876,copaiba,slide
451293.1399513613,9152584.7062947,877,copaiba,slide
453465.956127661,9154346.405683516,878,ishpingo,center
453457.67348848487,9154788.705079949,879,ana caspi,center
451363.7981095589,9153321.92730342,880,copaiba,slide
454313.3514638932,9154373.973363372,881,shihuahuaco,center
451560.79057696223,9152632.50229494,882,copaiba,center
450475.92913054326,9152998.716534086,883,caoba,center
448552.2140400882,9153252.37177256,884,estoraque,center
455128.0420491258,9153916.002769755,885,ishpingo,center
454910.34119236586,9153772.176115591,886,ishpingo,center
454972.67925835,9153937.475511944,887,ishpingo,center
454964.5069567231,9154092.41206986,888,ishpingo,center
454849.2878876878,9154092.600275256,889,ishpingo,slide
454745.39047660166,9154073.002251515,890,ishpingo,center
455123.4628471765,9152751.751702083,891,estoraque,slide
455077.6124836625,9152785.202510884,892,estoraque,slide
455138.7093319794,9152977.519329328,893,estoraque,slide
454873.2082944504,9152788.536153227,894,estoraque,center
454925.6905533296,9152820.259981511,895,estoraque,slide
454807.493534354,9153207.604514292,896,estoraque,center
455092.7146278425,9152240.459743433,897,ana caspi,slide
455002.4066579351,9152351.83011481,898,ana caspi,slide
454983.0114879803,9152641.56563286,899,ana caspi,slide
454883.1982826488,9152604.385615136,900,ana caspi,slide
454581.9389991668,9154245.65821132,901,shihuahuaco,center
454726.1135359624,9154361.542470464,902,shihuahuaco,center
454699.0899081576,9154399.611369804,903,shihuahuaco,center
454346.536537458,9154484.23812953,904,shihuahuaco,center
454297.1027390013,9154156.748625614,905,shihuahuaco,center
454388.0859609201,9154288.83226048,906,shihuahuaco,slide
454016.9709057799,9154231.184956828,907,ishpingo,center
453941.3800700336,9154395.3251224,908,ishpingo,center
454318.9179324618,9153950.786574278,909,yacushapana,center
453874.37574304827,9154063.8511526,910,ishpingo,slide
453923.8626491229,9153817.025222188,911,yacushapana,slide
453807.1559944674,9153938.283894489,912,yacushapana,center
453669.9695230592,9153715.9548298,913,ishpingo,slide
453599.36369470105,9154165.268933505,914,ishpingo,center
453442.9969886988,9154947.533800283,915,ana caspi,slide
453374.5691933253,9154849.027376303,916,ana caspi,slide
453326.5971738529,9154671.148164172,917,ana caspi,center
453092.9714167884,9154207.25471438,918,shihuahuaco,center
452765.68584709056,9154470.803936208,919,shihuahuaco,slide
452960.792447898,9154282.941296607,920,shihuahuaco,slide
452539.1488201401,9153977.508173617,921,azãºcar huayo,center
452487.5850063441,9154110.41801408,922,estoraque,center
452694.1038944906,9153454.525562473,923,capirona,center
452696.9627687068,9153473.56807552,924,capirona,slide
452800.312755883,9153366.106606403,925,capirona,slide
452319.8623175168,9153353.525400368,926,capirona,slide
452903.832529336,9152953.04190544,927,estoraque,center
453811.1445763252,9152865.645362936,928,shihuahuaco,center
453877.25240388536,9152569.38325472,929,shihuahuaco,center
451405.6843933569,9152721.12093854,930,copaiba,center
451434.61816677934,9152743.195113502,931,copaiba,center
451319.48327377567,9153759.44024144,932,ishpingo,center
451436.7698120927,9153473.627078917,933,ishpingo,center
451477.36502865097,9152579.498035535,934,copaiba,slide
451420.2609415749,9152581.576990776,935,copaiba,slide
451356.36011225,9152613.853943843,936,copaiba,center
451318.3400730764,9152547.17109007,937,caoba,center
451436.1415399781,9152546.817523057,938,caoba,center
451187.0363735941,9152628.11780973,939,copaiba,slide
451499.893040869,9152252.636253212,940,caoba,center
451624.7629051693,9152365.003334245,941,caoba,center
450644.5260844862,9153528.13840321,942,ishpingo,center
450059.7741152769,9152741.510189151,943,copaiba,slide
449848.7538314007,9152524.588242035,944,azãºcar huayo,slide
449051.579738653,9153651.381069455,945,estoraque,center
456610.41526016215,9154376.886117524,946,ishpingo,center
455988.5279187948,9154082.863141537,947,capirona,center
456124.01674163487,9154372.009561611,948,ishpingo,center
456086.28923897486,9154429.438500049,949,ishpingo,center
455707.1384720221,9154307.798237694,950,capirona,slide
455599.48193548975,9153997.830803225,951,ana caspi,center
455697.0363082551,9154000.569879154,952,capirona,center
592554.8307524166,9144849.278422715,953,cedro,slide
594091.6040157923,9145574.083674831,954,copaiba,center
591508.5418861925,9145731.220200188,955,shihuahuaco,slide
592146.153404013,9144882.370149665,956,azãºcar huayo,slide
592201.5360316883,9144950.000970488,957,azãºcar huayo,slide
592210.9208372474,9144887.052803705,958,azãºcar huayo,slide
592484.7341121451,9145152.06730927,959,pashaco,center
592497.7347915601,9144733.042234084,960,cedro,center
592457.6644507889,9144674.499040805,961,cedro,center
593496.3326590677,9145136.322065772,962,lupuna,slide
592981.5258480255,9144417.673821678,963,copaiba,center
593008.180013068,9144749.594322631,965,copaiba,center
591394.3177377288,9146151.578339156,966,catahua,center
592870.750381405,9144593.08372589,967,copaiba,center
590855.4809483319,9144277.080498807,968,estoraque,center
591731.7697824124,9145054.540346809,969,azãºcar huayo,slide
591812.8585181871,9144904.677173618,970,azãºcar huayo,slide
591881.3963534408,9145128.252287166,971,azãºcar huayo,slide
594648.9211090042,9145829.145182917,972,catuaba,center
593850.2794404085,9144930.919668602,973,lupuna,center
593845.6989219949,9145040.625091314,974,lupuna,slide
595322.3236962013,9145646.54646097,975,guacamayo caspi,slide
581467.4080479332,9140579.600587852,976,catuaba,slide
583398.1246111935,9141228.162563518,977,shihuahuaco,center
581901.9942169553,9142266.596387224,978,ana caspi,center
583593.218374304,9140806.034996651,979,shihuahuaco,center
582691.7681891392,9139717.08981288,980,catahua,center
581664.6178982994,9142381.677092396,981,ana caspi,center
582015.4233556761,9141527.500358442,982,lupuna,slide
581990.8866537457,9141126.539302256,983,lupuna,slide
582002.5658144613,9140837.476004938,984,lupuna,center
581979.8956616311,9139652.79887173,985,copaiba,center
591555.8154658729,9144614.987753836,986,ana caspi,center
591561.3391003977,9144724.914552346,987,ana caspi,center
591497.220623061,9144604.097817589,988,ana caspi,center
594545.5418352011,9145813.013902942,989,catuaba,center
591357.4795465878,9146213.295330364,990,catahua,center
583701.0641251202,9140332.083614508,991,quillobordon,center
583695.4595098357,9140121.243449248,992,quillobordon,center
583623.1277342486,9140141.010931583,993,quillobordon,center
583520.7413504656,9141341.75576259,994,shihuahuaco,slide
583616.7273173886,9141158.406570844,995,shihuahuaco,center
581714.9503338761,9139392.272850038,996,shihuahuaco,center
583781.8515117376,9140928.17347874,997,shihuahuaco,center
583811.9379453299,9140262.1680757,998,quillobordon,center
583725.9173483513,9140322.125911972,999,quillobordon,center
582738.0747424901,9140128.946499204,1000,catahua,slide
583836.462075627,9140460.323583864,1001,quillobordon,center
583477.0411365086,9138944.933912523,1002,ana caspi,center
582187.0969504004,9139812.005731003,1003,guacamayo caspi,center
582491.3548113687,9140096.097818395,1004,catahua,slide
582490.7031561929,9141509.024934957,1005,lupuna,slide
582442.914598048,9140920.311649032,1006,lupuna,slide
583287.7237798148,9139061.473311303,1007,ana caspi,center
582282.6872859442,9141409.276447318,1008,lupuna,slide
582156.718674174,9140493.849928752,1009,estoraque,center
582066.7610147924,9140732.878282474,1010,lupuna,slide
593458.9578527561,9144854.013264338,1011,lupuna,center
593471.2246998271,9144881.587383129,1012,lupuna,center
592980.9908902842,9144592.632602056,1013,copaiba,center
593031.6362366499,9144905.505646013,1014,ishpingo,slide
583563.6683746302,9140430.442646936,1015,quillobordon,center
583517.4417336577,9140412.56030708,1016,quillobordon,center
583554.2176763591,9140130.19250438,1017,quillobordon,center
583577.3542638053,9140367.248581473,1018,quillobordon,center
582934.6028279709,9139753.218109012,1019,catahua,center
582975.5332281077,9139804.358272783,1020,catahua,center
582934.4911489496,9139814.027492426,1021,catahua,center
582962.1739187469,9139807.296216186,1022,catahua,center
582873.6648266134,9140011.74609038,1023,catahua,center
582853.7937157649,9139816.423208756,1024,catahua,center
581624.4835748593,9139405.418007577,1025,shihuahuaco,center
581669.8831613963,9139322.626671584,1026,shihuahuaco,slide
581666.5815482395,9139137.827808958,1027,shihuahuaco,center
583798.9779980528,9140944.348883549,1028,shihuahuaco,center
582758.3192842957,9140017.259263163,1029,catahua,center
583841.1659711017,9140963.468578735,1030,shihuahuaco,center
583676.4837169443,9141086.945770506,1031,shihuahuaco,center
591463.2795108903,9145488.166510783,1032,shihuahuaco,center
594748.0451411246,9145461.98960937,1033,catuaba,center
590362.526551877,9144303.207144905,1034,estoraque,center
594711.4264602398,9145485.545651792,1035,catuaba,center
583390.3572003386,9140120.450476784,1036,quillobordon,center
581537.8916014312,9142382.049455568,1037,ana caspi,center
583576.8282510379,9140150.288800685,1038,quillobordon,center
583584.2507496679,9140164.08239613,1039,quillobordon,center
581681.5211627991,9141984.416419247,1040,ana caspi,center
583316.2209307553,9141012.503664378,1041,shihuahuaco,center
583632.6011554645,9140965.46488566,1042,shihuahuaco,center
582916.4849569873,9140108.45373502,1043,catahua,center
583842.6741954177,9141062.347653495,1044,shihuahuaco,center
582001.3673225485,9141863.902960472,1045,guacamayo caspi,center
583446.9609388385,9139126.683265831,1046,ana caspi,center
583447.0856225105,9138934.702493826,1047,ana caspi,center
583486.9247115069,9138957.117196811,1048,ana caspi,center
583310.6503951449,9139352.05590764,1049,ana caspi,center
582453.9330131807,9140394.226779131,1050,estoraque,center
583624.8182463724,9138878.851818932,1051,ana caspi,slide
583493.3350987757,9138898.817385525,1052,ana caspi,slide
582357.2759754865,9140728.00752,1053,lupuna,slide
583550.7595767948,9139259.800196258,1054,ana caspi,center
582773.6921748017,9140087.912264887,1055,catahua,center
583644.425447329,9140599.340772709,1056,quillobordon,center
581856.7922359,9139524.781241791,1057,shihuahuaco,center
590591.5863598605,9143844.66429679,1058,estoraque,center
594215.001350739,9145771.681696111,1059,copaiba,center
595581.412944675,9145593.72726405,1060,guacamayo caspi,center
591973.3713599942,9144989.72562116,1061,azãºcar huayo,slide
595852.7380701322,9145534.332943654,1062,guacamayo caspi,slide
590868.0535003108,9144175.704548929,1063,estoraque,center
593806.389402455,9144922.858918687,1064,lupuna,center
583712.3674671418,9140599.911286626,1065,quillobordon,center
583611.7259166213,9141015.291422728,1066,shihuahuaco,center
581803.0652998431,9142466.818498308,1067,ana caspi,center
583674.5815005832,9141360.458166622,1068,shihuahuaco,center
581670.8573619958,9139352.76719078,1069,shihuahuaco,center
581636.4519798872,9139224.93482674,1070,shihuahuaco,center
581629.3817076063,9139174.12375799,1071,shihuahuaco,center
582113.5317443494,9139246.244147476,1072,copaiba,slide
582682.2537777289,9139071.284906115,1073,catahua,slide
582803.7606101611,9139216.277486954,1074,catahua,center
590589.1742428185,9144170.208484938,1075,estoraque,center
594338.1400856079,9145416.183975589,1076,copaiba,center
593035.9795760813,9144565.141791634,1077,copaiba,center
593088.0080795967,9145083.920930322,1078,ishpingo,center
593071.3116196962,9145123.947707536,1079,ishpingo,center
593133.148528413,9144462.837563757,1080,copaiba,center
592168.3782721004,9144822.06036194,1081,azãºcar huayo,slide
592182.9359206398,9145046.15118473,1082,azãºcar huayo,slide
592458.107333488,9144694.532617567,1083,cedro,center
592481.4994241135,9144700.112637214,1084,cedro,center
595548.2016119909,9145865.784506518,1085,guacamayo caspi,center
595576.5845349812,9145856.982284224,1086,guacamayo caspi,center
594566.4857921884,9145817.949046228,1087,catuaba,center
594612.7329752996,9145867.85296724,1088,catuaba,center
595872.1449650746,9145524.807910075,1089,guacamayo caspi,center
593706.8307046281,9145048.297558786,1090,lupuna,center
593953.1573524005,9145451.09253701,1091,copaiba,center
594820.8278961484,9145540.533400895,1092,catuaba,center
594776.5975397227,9145487.014386434,1093,catuaba,center
594772.5540999848,9145826.394722637,1094,catuaba,slide
590335.2267381565,9144226.53854156,1095,estoraque,center
590358.2059203929,9144260.462379651,1096,estoraque,center
591275.5475875251,9145398.915150598,1097,shihuahuaco,center
591324.0103496491,9146141.613673529,1098,catahua,center
591285.9852389791,9144148.13979928,1099,estoraque,center
591371.8162635398,9145336.298287664,1100,shihuahuaco,center
591349.9821193136,9145972.89979623,1101,catahua,center
591358.2249289644,9146136.406221204,1102,catahua,center
591373.4891591707,9146152.185708908,1103,catahua,center
591377.2468729266,9146192.256434152,1104,catahua,center
591335.6935220682,9146268.498852927,1105,catahua,center
591361.1450406464,9146295.000038492,1106,catahua,center
591394.4650890545,9146308.816240791,1107,catahua,center
592296.0951546491,9145497.050476152,1108,pashaco,center
591782.0697915208,9144858.271788403,1109,azãºcar huayo,slide
591776.2674226572,9144923.43642081,1110,azãºcar huayo,slide
591738.3437853402,9145433.652858622,1111,shihuahuaco,slide
591733.3509613696,9145825.90312634,1112,shihuahuaco,slide
591728.9442131394,9146013.751038993,1113,catahua,center
595630.1862021559,9145759.299627602,1114,guacamayo caspi,center
591807.5276903104,9145610.125577142,1115,shihuahuaco,slide
593810.3354546909,9145795.093300268,1116,copaiba,center
594636.3074426317,9145687.30256724,1117,catuaba,center
593851.9784291359,9145504.09534583,1118,copaiba,center
593842.050000926,9145621.528061952,1119,copaiba,center
594151.6256965947,9145377.05326921,1120,copaiba,center
594145.8362186602,9145648.28051833,1121,copaiba,center
595405.556773693,9145749.531417731,1122,guacamayo caspi,slide
595376.1048950538,9145761.791883135,1123,guacamayo caspi,slide
583358.4262081804,9140642.385212649,1124,quillobordon,center
581823.3774119344,9141857.101383872,1125,guacamayo caspi,center
581877.4026140342,9141910.487995837,1126,guacamayo caspi,center
581597.4739857907,9140452.789268289,1127,catuaba,slide
581597.947423877,9140469.516735382,1128,catuaba,slide
581548.7484434481,9141801.63485216,1130,guacamayo caspi,center
583548.9090885316,9140906.31982204,1131,shihuahuaco,center
581729.0726905883,9140025.761389254,1132,guacamayo caspi,center
581745.9700162368,9140621.68905787,1133,catuaba,slide
581582.6429066234,9139550.995812103,1134,shihuahuaco,slide
583861.252865151,9140859.742923446,1135,shihuahuaco,center
581645.6743261912,9141764.076856354,1136,guacamayo caspi,center
581918.6393084499,9140883.868517324,1137,lupuna,slide
581945.058124435,9141850.731765702,1138,guacamayo caspi,center
582189.2320325685,9139854.780335324,1139,guacamayo caspi,slide
590547.0603339723,9143989.277920356,1140,estoraque,center
590587.0827953795,9144361.161969615,1141,estoraque,center
591077.2659727886,9144160.529473254,1142,estoraque,center
591589.0205718845,9144554.66847712,1143,ana caspi,center
591622.6963701812,9145117.129306076,1144,azãºcar huayo,slide
591534.1509187922,9145986.40966912,1145,catahua,center
591560.9757557125,9146240.503231272,1146,catahua,center
592071.2124014527,9144936.56385615,1147,azãºcar huayo,slide
594247.376938621,9145819.1825425,1148,copaiba,center
594224.6542246892,9145851.916248132,1149,copaiba,center
592598.0429921487,9145567.949855125,1150,pashaco,center
594305.4428496074,9145775.052820709,1151,copaiba,center
593082.8475229158,9144648.404649029,1152,copaiba,center
593063.0211469185,9144870.913904348,1153,copaiba,center
593107.8064515081,9145006.453412684,1154,ishpingo,slide
594092.9964014813,9145627.889294725,1155,copaiba,center
581533.7260146405,9142551.320784217,1156,ana caspi,center
581869.2858628129,9142571.888750274,1157,ana caspi,center
581947.2443341418,9142179.93441593,1158,ana caspi,center
581813.6991380169,9142251.83068947,1159,ana caspi,center
581730.3191775414,9142344.378236368,1160,ana caspi,center
581731.289433592,9142493.911494857,1161,ana caspi,center
581741.8505752479,9142463.568062404,1162,ana caspi,center
581985.1893958306,9142094.47964684,1163,ana caspi,center
581881.7954634363,9142311.832144365,1164,ana caspi,center
581697.163836953,9142036.213181237,1165,ana caspi,slide
581742.355515516,9142025.63670828,1166,ana caspi,slide
583409.8415217204,9141260.094857998,1167,shihuahuaco,center
583355.5041280973,9141254.89387209,1168,shihuahuaco,center
583755.91992406,9141106.466476202,1169,shihuahuaco,center
583840.0651137308,9140875.817597084,1170,shihuahuaco,center
583753.1892915843,9140154.706867833,1171,quillobordon,center
583500.917168189,9140228.14633273,1172,quillobordon,center
583397.0692727967,9139396.861333488,1173,ana caspi,center
583186.4127774863,9139362.213747486,1174,ana caspi,center
590701.7857526132,9144201.666370174,1175,estoraque,center
591487.1457181186,9144449.664164344,1176,ana caspi,center
591710.7284759182,9144505.232965346,1177,ana caspi,center
591827.2677477408,9145709.57416702,1178,shihuahuaco,slide
581549.9799476762,9139188.214347305,1179,shihuahuaco,center
593112.986422393,9144605.492167223,1180,copaiba,center
