,NOMBRE_CIENTIFICO,NOMBRE_COMUN,NOMBRE_CIENTIFICO_RESOLUCION_POA,NOMBRE_COMUN_RESOLUCION_POA,BLOQUE,FAJA,CODIGO_ESPECIE,VOLUMEN_ESPECIE,DAP,AC,DMC,CONDICION,ESTADO,ZONA_UTM,COORDENADA_ESTE,COORDENADA_NORTE,PCA,OBSERVACION
15522,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F51,556,7.373,85,20,51,Aprovechable,En Pie,18S,600569,9112257,PC 12,
15523,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F51,569,5.349,79,14,51,Aprovechable,En Pie,18S,599519,9112291,PC 12,
15524,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F51,3238,27.456,150,17,51,Aprovechable,En Pie,18S,603799,9112268,PC 12,
15525,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F51,3241,6.076,61,32,51,Semillero,En Pie,18S,603460,9112317,PC 12,
15526,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F51,3256,13.442,90,24,51,Aprovechable,En Pie,18S,602371,9112299,PC 12,
15527,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F51,3264,8.164,109,11,51,Aprovechable,En Pie,18S,601869,9112305,PC 12,
15528,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F51,3266,16.706,112,20,51,Aprovechable,En Pie,18S,601611,9112254,PC 12,
15529,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F51,4744,27.508,125,24,51,Aprovechable,En Pie,18S,601987,9112121,PC 12,
15530,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F51,4745,19.99,100,27,51,Aprovechable,En Pie,18S,601968,9112099,PC 12,
15531,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F51,4747,16.141,110,20,51,Aprovechable,En Pie,18S,601829,9112130,PC 12,
15532,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F51,4755,3.087,55,20,51,Semillero,En Pie,18S,601500,9112111,PC 12,
15533,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,506,4.694,70,17,51,Aprovechable,En Pie,18S,598779,9112224,PC 12,
15534,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,511,4.976,60,18,51,Aprovechable,En Pie,18S,599278,9112222,PC 12,
15535,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,516,8.408,65,39,51,Semillero,En Pie,18S,599650,9112246,PC 12,
15536,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,519,8.251,70,33,51,Semillero,En Pie,18S,599467,9112186,PC 12,
15537,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,528,13.226,90,32,51,Semillero,En Pie,18S,600361,9112171,PC 12,
15538,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,530,7.312,80,19,51,Aprovechable,En Pie,18S,600657,9112211,PC 12,
15539,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,537,12.95,120,15,51,Aprovechable,En Pie,18S,601038,9112224,PC 12,
15540,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,949,5.419,70,15,51,Aprovechable,En Pie,18S,599391,9112060,PC 12,
15541,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,953,6.571,85,18,51,Aprovechable,En Pie,18S,600356,9112091,PC 12,
15542,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,954,7.08,130,6,51,Aprovechable,En Pie,18S,600374,9112044,PC 12,
15543,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,958,6.636,85,18,51,Aprovechable,En Pie,18S,600520,9112076,PC 12,
15544,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,968,15.23,125,14,51,Aprovechable,En Pie,18S,601105,9112033,PC 12,
15545,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,971,10.378,100,24,51,Aprovechable,En Pie,18S,601269,9112054,PC 12,
15546,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,4148,22.45,150,15,51,Aprovechable,En Pie,18S,601447,9112247,PC 12,
15547,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,4173,9.55,80,19,51,Aprovechable,En Pie,18S,602447,9112249,PC 12,
15548,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,4174,8.674,100,17,51,Aprovechable,En Pie,18S,602529,9112171,PC 12,
15549,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,4178,13.96,120,19,51,Aprovechable,En Pie,18S,602544,9112177,PC 12,
15550,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,4182,10.284,85,22,51,Aprovechable,En Pie,18S,602654,9112249,PC 12,
15551,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,4183,6.182,73,18,51,Aprovechable,En Pie,18S,602734,9112207,PC 12,
15552,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,4184,13.0,100,23,51,Aprovechable,En Pie,18S,602877,9112177,PC 12,
15553,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,4186,3.306,60,18,51,Semillero,En Pie,18S,602913,9112239,PC 12,
15554,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,4188,11.358,100,19,51,Aprovechable,En Pie,18S,603003,9112215,PC 12,
15555,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F52,4190,3.087,55,20,51,Semillero,En Pie,18S,603071,9112215,PC 12,
15556,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F53,4703,41.847,160,27,51,Aprovechable,En Pie,18S,603797,9112114,PC 12,
15557,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F53,4704,4.312,65,20,51,Semillero,En Pie,18S,603756,9112137,PC 12,
15558,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F53,4707,1.593,51,12,51,Semillero,En Pie,18S,603537,9112172,PC 12,
15559,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F53,4708,7.004,80,18,51,Aprovechable,En Pie,18S,603511,9112184,PC 12,
15560,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F53,4719,2.918,58,17,51,Semillero,En Pie,18S,603043,9112141,PC 12,
15561,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F53,4723,6.2,90,15,51,Aprovechable,En Pie,18S,602879,9112164,PC 12,
15562,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F53,4729,19.409,120,20,51,Aprovechable,En Pie,18S,602536,9112161,PC 12,
15563,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F53,4732,7.654,100,15,51,Aprovechable,En Pie,18S,602524,9112163,PC 12,
15564,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F53,4742,34.956,170,19,51,Aprovechable,En Pie,18S,602000,9112130,PC 12,
15565,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F54,957,9.472,75,33,51,Semillero,En Pie,18S,600458,9112073,PC 12,
15566,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F54,4252,4.793,85,13,51,Aprovechable,En Pie,18S,601980,9112084,PC 12,
15567,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F54,4258,15.866,110,22,51,Aprovechable,En Pie,18S,602178,9112098,PC 12,
15568,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F54,4261,5.588,74,20,51,Semillero,En Pie,18S,602337,9112055,PC 12,
15569,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F54,4262,5.268,67,23,51,Semillero,En Pie,18S,602461,9112094,PC 12,
15570,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F54,4264,4.96,90,12,51,Semillero,En Pie,18S,602525,9112058,PC 12,
15571,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F54,4275,24.073,140,19,51,Aprovechable,En Pie,18S,602839,9112042,PC 12,
15572,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F54,4282,5.402,55,35,51,Semillero,En Pie,18S,603283,9112064,PC 12,
15573,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F54,4283,7.687,80,17,51,Aprovechable,En Pie,18S,603323,9112055,PC 12,
15574,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F55,2402,16.005,121,18,51,Aprovechable,En Pie,18S,600908,9111980,PC 12,
15575,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F55,2416,4.992,80,11,51,Aprovechable,En Pie,18S,600649,9111995,PC 12,
15576,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F55,2417,4.898,80,15,51,Aprovechable,En Pie,18S,600585,9111989,PC 12,
15577,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F55,2424,10.496,110,17,51,Aprovechable,En Pie,18S,600001,9112012,PC 12,
15578,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F55,2426,18.369,150,16,51,Aprovechable,En Pie,18S,599643,9111993,PC 12,
15579,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F55,2429,7.026,90,17,51,Aprovechable,En Pie,18S,599547,9112010,PC 12,
15580,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F55,4293,6.729,75,24,51,Aprovechable,En Pie,18S,603708,9111999,PC 12,
15581,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F55,4803,6.888,75,24,51,Semillero,En Pie,18S,602953,9112033,PC 12,
15582,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F55,4816,16.088,150,11,51,Aprovechable,En Pie,18S,602371,9111971,PC 12,
15583,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F55,4820,6.601,75,23,51,Semillero,En Pie,18S,602204,9112012,PC 12,
15584,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F55,4826,21.818,120,24,51,Aprovechable,En Pie,18S,601803,9112002,PC 12,
15585,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,761,7.439,90,18,51,Aprovechable,En Pie,18S,599485,9111957,PC 12,
15586,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,766,12.282,90,21,51,Aprovechable,En Pie,18S,599605,9111921,PC 12,
15587,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,780,7.501,70,30,51,Aprovechable,En Pie,18S,600826,9111931,PC 12,
15588,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,781,4.592,60,25,51,Aprovechable,En Pie,18S,600835,9111936,PC 12,
15589,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,786,8.674,100,17,51,Aprovechable,En Pie,18S,601005,9111976,PC 12,
15590,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5461,8.441,94,14,51,Aprovechable,En Pie,18S,601355,9111923,PC 12,
15591,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5463,12.94,110,19,51,Aprovechable,En Pie,18S,601473,9111951,PC 12,
15592,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5467,8.026,110,13,51,Aprovechable,En Pie,18S,601608,9111961,PC 12,
15593,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5471,8.017,67,35,51,Semillero,En Pie,18S,601756,9111923,PC 12,
15594,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5472,15.102,110,22,51,Aprovechable,En Pie,18S,601856,9111904,PC 12,
15595,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5479,15.669,110,19,51,Aprovechable,En Pie,18S,602282,9111925,PC 12,
15596,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5481,17.858,140,12,51,Aprovechable,En Pie,18S,602380,9111928,PC 12,
15597,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5490,8.501,70,34,51,Semillero,En Pie,18S,602748,9111927,PC 12,
15598,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5492,12.089,135,13,51,Aprovechable,En Pie,18S,602838,9111915,PC 12,
15599,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5495,19.078,130,17,51,Aprovechable,En Pie,18S,603052,9111939,PC 12,
15600,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5498,8.821,100,14,51,Aprovechable,En Pie,18S,603097,9111929,PC 12,
15601,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5500,12.073,130,14,51,Aprovechable,En Pie,18S,603234,9111926,PC 12,
15602,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5562,17.014,100,25,51,Aprovechable,En Pie,18S,603241,9111908,PC 12,
15603,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F56,5568,19.634,130,18,51,Aprovechable,En Pie,18S,603729,9111928,PC 12,
15604,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F57,5572,12.822,110,14,51,Aprovechable,En Pie,18S,603216,9111885,PC 12,
15605,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F57,5574,7.557,66,34,51,Semillero,En Pie,18S,602921,9111849,PC 12,
15606,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F57,5577,16.165,130,14,51,Aprovechable,En Pie,18S,602796,9111866,PC 12,
15607,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F57,5581,9.983,77,33,51,Semillero,En Pie,18S,602311,9111857,PC 12,
15608,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F57,5591,11.718,110,15,51,Aprovechable,En Pie,18S,601666,9111863,PC 12,
15609,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F57,5594,10.588,77,35,51,Semillero,En Pie,18S,601436,9111858,PC 12,
15610,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F58,342,6.004,80,16,51,Aprovechable,En Pie,18S,600190,9111774,PC 12,
15611,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F58,345,4.592,75,16,51,Aprovechable,En Pie,18S,600548,9111756,PC 12,
15612,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F58,350,7.501,70,30,51,Semillero,En Pie,18S,600750,9111780,PC 12,
15613,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F58,6034,4.0,70,16,51,Aprovechable,En Pie,18S,601500,9111799,PC 12,
15614,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F58,6040,5.29,72,20,51,Aprovechable,En Pie,18S,601851,9111776,PC 12,
15615,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F58,6042,44.379,190,21,51,Aprovechable,En Pie,18S,601923,9111806,PC 12,
15616,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F58,6046,11.633,90,21,51,Aprovechable,En Pie,18S,602222,9111802,PC 12,
15617,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F58,6047,10.441,90,18,51,Aprovechable,En Pie,18S,602267,9111772,PC 12,
15618,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F58,6059,29.977,160,20,51,Aprovechable,En Pie,18S,603163,9111784,PC 12,
15619,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F58,6060,38.391,180,19,51,Aprovechable,En Pie,18S,603353,9111800,PC 12,
15620,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F58,6061,13.503,140,14,51,Aprovechable,En Pie,18S,603378,9111794,PC 12,
15621,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F59,324,24.463,150,19,51,Aprovechable,En Pie,18S,601044,9111711,PC 12,
15622,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F59,380,6.465,88,17,51,Aprovechable,En Pie,18S,599536,9111727,PC 12,
15623,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F59,6071,4.25,70,17,51,Semillero,En Pie,18S,603469,9111714,PC 12,
15624,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F59,6091,4.75,70,19,51,Semillero,En Pie,18S,602552,9111718,PC 12,
15625,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F59,6093,25.809,124,26,51,Aprovechable,En Pie,18S,602472,9111723,PC 12,
15626,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F59,6100,3.087,55,20,51,Semillero,En Pie,18S,601819,9111735,PC 12,
15627,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F59,5751,11.529,92,22,51,Aprovechable,En Pie,18S,601537,9111718,PC 12,
15628,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F59,5756,14.67,130,13,51,Aprovechable,En Pie,18S,601362,9111726,PC 12,
15629,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F6,2266,4.5,70,18,51,Semillero,En Pie,18S,599363,9115417,PC 12,
15630,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F6,2268,11.742,100,18,51,Aprovechable,En Pie,18S,599452,9115415,PC 12,
15631,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F6,2272,9.698,110,11,51,Aprovechable,En Pie,18S,599907,9115412,PC 12,
15632,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F6,2273,9.493,110,18,51,Aprovechable,En Pie,18S,599953,9115452,PC 12,
15633,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F6,2281,11.246,100,18,51,Aprovechable,En Pie,18S,600944,9115398,PC 12,
15634,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F6,2283,20.248,120,23,51,Aprovechable,En Pie,18S,601211,9115432,PC 12,
15635,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F6,9189,14.487,110,18,51,Aprovechable,En Pie,18S,601513,9115410,PC 12,
15636,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F6,9191,6.923,90,12,51,Aprovechable,En Pie,18S,602074,9115412,PC 12,
15637,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F6,9197,9.587,80,22,51,Aprovechable,En Pie,18S,602449,9115424,PC 12,
15638,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F6,3907,9.185,100,18,51,Aprovechable,En Pie,18S,603593,9115415,PC 12,
15639,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,300,7.088,63,35,51,Semillero,En Pie,18S,599852,9111642,PC 12,
15640,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,317,22.35,140,16,51,Aprovechable,En Pie,18S,601094,9111660,PC 12,
15641,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,321,7.026,90,17,51,Aprovechable,En Pie,18S,601227,9111642,PC 12,
15642,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,5347,9.924,100,14,51,Aprovechable,En Pie,18S,601407,9111678,PC 12,
15643,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,5348,11.329,130,10,51,Aprovechable,En Pie,18S,601471,9111671,PC 12,
15644,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,5349,10.782,95,19,51,Aprovechable,En Pie,18S,601505,9111667,PC 12,
15645,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,5350,12.447,132,14,51,Aprovechable,En Pie,18S,601605,9111667,PC 12,
15646,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,5364,9.543,90,22,51,Aprovechable,En Pie,18S,602019,9111652,PC 12,
15647,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,5365,7.511,80,23,51,Semillero,En Pie,18S,602037,9111689,PC 12,
15648,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,5367,5.334,66,24,51,Semillero,En Pie,18S,602326,9111665,PC 12,
15649,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,5368,7.018,80,17,51,Aprovechable,En Pie,18S,602411,9111687,PC 12,
15650,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,5374,7.377,100,13,51,Aprovechable,En Pie,18S,602928,9111625,PC 12,
15651,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,5376,16.981,160,13,51,Aprovechable,En Pie,18S,603041,9111643,PC 12,
15652,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,5381,49.543,230,20,51,Aprovechable,En Pie,18S,603224,9111603,PC 12,
15653,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F60,5386,8.899,85,18,51,Aprovechable,En Pie,18S,603857,9111641,PC 12,
15654,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F61,5392,6.251,70,25,51,Semillero,En Pie,18S,603124,9111536,PC 12,
15655,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F61,5400,16.554,120,18,51,Aprovechable,En Pie,18S,601410,9111572,PC 12,
15656,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F61,6102,20.86,140,16,51,Aprovechable,En Pie,18S,602368,9111559,PC 12,
15657,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F61,6112,4.958,65,23,51,Aprovechable,En Pie,18S,601864,9111561,PC 12,
15658,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F61,6121,5.751,70,23,51,Semillero,En Pie,18S,601335,9111566,PC 12,
15659,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F62,67,7.559,67,33,51,Semillero,En Pie,18S,599949,9111519,PC 12,
15660,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F62,74,8.251,70,33,51,Semillero,En Pie,18S,600736,9111503,PC 12,
15661,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F62,5618,7.006,85,16,51,Aprovechable,En Pie,18S,601629,9111511,PC 12,
15662,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F62,5619,7.749,75,27,51,Semillero,En Pie,18S,601768,9111502,PC 12,
15663,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F62,5629,7.501,70,30,51,Semillero,En Pie,18S,602760,9111480,PC 12,
15664,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F62,5632,7.935,72,30,51,Semillero,En Pie,18S,602977,9111493,PC 12,
15665,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F62,5634,17.439,126,16,51,Aprovechable,En Pie,18S,602991,9111527,PC 12,
15666,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F62,5642,16.586,105,20,51,Aprovechable,En Pie,18S,603597,9111503,PC 12,
15667,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F62,5643,12.665,100,20,51,Aprovechable,En Pie,18S,603605,9111510,PC 12,
15668,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F62,5644,3.674,60,20,51,Semillero,En Pie,18S,603663,9111519,PC 12,
15669,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F63,5648,11.614,100,18,51,Aprovechable,En Pie,18S,603374,9111418,PC 12,
15670,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F63,5649,5.588,78,18,51,Aprovechable,En Pie,18S,603324,9111413,PC 12,
15671,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F63,5651,5.305,76,18,51,Aprovechable,En Pie,18S,603086,9111449,PC 12,
15672,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F63,5653,10.337,90,18,51,Aprovechable,En Pie,18S,602881,9111465,PC 12,
15673,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F63,5655,9.692,90,20,51,Aprovechable,En Pie,18S,602458,9111433,PC 12,
15674,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F63,5657,23.116,180,12,51,Aprovechable,En Pie,18S,602181,9111456,PC 12,
15675,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F63,5662,5.277,78,17,51,Aprovechable,En Pie,18S,601720,9111429,PC 12,
15676,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F64,5734,25.818,127,23,51,Aprovechable,En Pie,18S,603587,9111376,PC 12,
15677,Dipteryx micrantha , Shihuahuaco,Dipteryx micrantha , Shihuahuaco, ,F64,5736,6.3,57,38,51,Semillero,En Pie,18S,603453,9111367,PC 12,
